Image,Mask
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/10_1.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/10_1.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/10_2.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/10_2.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/10_3.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/10_3.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/10_4.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/10_4.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/10_5.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/10_5.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/10_6.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/10_6.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/10_7.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/10_7.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/10_8.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/10_8.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/10_9.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/10_9.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/10_10.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/10_10.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/11_1.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/11_1.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/11_2.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/11_2.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/11_3.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/11_3.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/11_4.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/11_4.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/11_5.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/11_5.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/11_6.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/11_6.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/11_7.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/11_7.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/11_8.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/11_8.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/11_9.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/11_9.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/11_10.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/11_10.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/12_1.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/12_1.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/12_2.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/12_2.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/12_3.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/12_3.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/12_4.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/12_4.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/12_5.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/12_5.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/12_6.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/12_6.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/12_7.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/12_7.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/12_8.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/12_8.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/12_9.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/12_9.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/12_10.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/12_10.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/13_1.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/13_1.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/13_2.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/13_2.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/13_3.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/13_3.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/13_4.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/13_4.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/13_5.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/13_5.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/13_6.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/13_6.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/13_7.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/13_7.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/13_8.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/13_8.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/13_9.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/13_9.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/13_10.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/13_10.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/14_1.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/14_1.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/14_2.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/14_2.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/14_3.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/14_3.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/14_4.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/14_4.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/14_5.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/14_5.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/14_6.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/14_6.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/14_7.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/14_7.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/14_8.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/14_8.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/14_9.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/14_9.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/14_10.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/14_10.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/15_1.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/15_1.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/15_2.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/15_2.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/15_3.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/15_3.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/15_4.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/15_4.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/15_5.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/15_5.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/15_6.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/15_6.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/15_7.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/15_7.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/15_8.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/15_8.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/15_9.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/15_9.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/15_10.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/15_10.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/16_1.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/16_1.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/16_2.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/16_2.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/16_3.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/16_3.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/16_4.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/16_4.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/16_5.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/16_5.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/16_6.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/16_6.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/16_7.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/16_7.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/16_8.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/16_8.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/16_9.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/16_9.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/16_10.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/16_10.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/17_1.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/17_1.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/17_2.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/17_2.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/17_3.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/17_3.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/17_4.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/17_4.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/17_5.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/17_5.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/17_6.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/17_6.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/17_7.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/17_7.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/17_8.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/17_8.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/17_9.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/17_9.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/17_10.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/17_10.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/18_1.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/18_1.npy
